,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_max_bins,param_max_depth,param_min_samples_leaf,param_n_estimators,param_num_leaves,param_scoring,param_tol,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score,rank_train_score
0,1.1906981468200684,0.01336339118680821,0.0020444393157958984,9.505957345305891e-05,0.1,64,5,3,50,31,loss,1e-07,"OrderedDict([('learning_rate', 0.1), ('max_bins', 64), ('max_depth', 5), ('min_samples_leaf', 3), ('n_estimators', 50), ('num_leaves', 31), ('scoring', 'loss'), ('tol', 1e-07)])",-0.1598440042497871,-0.19165315979396028,-0.15643495347927713,-0.16931070584100816,0.01585968354599838,74,-0.08401933986653867,-0.0751537003303318,-0.07108286652832986,-0.0767519689084001,0.005400859958887859,129
1,2.6182400385538735,0.04589764485439259,0.0022830963134765625,2.355964849842848e-05,0.1,64,5,1,100,31,accuracy,1e-07,"OrderedDict([('learning_rate', 0.1), ('max_bins', 64), ('max_depth', 5), ('min_samples_leaf', 1), ('n_estimators', 100), ('num_leaves', 31), ('scoring', 'accuracy'), ('tol', 1e-07)])",-0.11383903831966871,-0.16802252228460984,-0.1338993300172247,-0.1385869635405011,0.02236728138272756,29,-0.04296532539893448,-0.0343497158362047,-0.035697298041560355,-0.03767077975889985,0.0037840150282343523,104
2,3.9246655305226645,0.023427264005364466,0.002536217371622721,9.236996158317995e-05,0.5,64,5,5,200,127,loss,1e-05,"OrderedDict([('learning_rate', 0.5), ('max_bins', 64), ('max_depth', 5), ('min_samples_leaf', 5), ('n_estimators', 200), ('num_leaves', 127), ('scoring', 'loss'), ('tol', 1e-05)])",-0.23509186814761507,-0.3316751104271399,-0.2406757030412397,-0.26914756053866484,0.044272381716834196,128,-2.0598043819082543e-05,-1.9814609514399243e-05,-2.0357037080226454e-05,-2.025656347123608e-05,3.2763143623723963e-07,17
3,1.456246296564738,0.047402546886344814,0.0022614002227783203,7.81579110523717e-05,0.5,128,7,2,50,31,roc_auc,1e-05,"OrderedDict([('learning_rate', 0.5), ('max_bins', 128), ('max_depth', 7), ('min_samples_leaf', 2), ('n_estimators', 50), ('num_leaves', 31), ('scoring', 'roc_auc'), ('tol', 1e-05)])",-0.18905014664564151,-0.3070187650655222,-0.20801698070627173,-0.2346952974724785,0.051723290511995375,96,-4.4724277920080274e-05,-4.195587131928575e-05,-4.967244621348267e-05,-4.5450865150949565e-05,3.1918989935443618e-06,34
4,3.5432088375091553,0.06163094324276222,0.002313852310180664,0.00010287386418464161,0.1,32,9,1,100,31,recall,1e-07,"OrderedDict([('learning_rate', 0.1), ('max_bins', 32), ('max_depth', 9), ('min_samples_leaf', 1), ('n_estimators', 100), ('num_leaves', 31), ('scoring', 'recall'), ('tol', 1e-07)])",-0.0950917780851089,-0.219873684126513,-0.11207857162538458,-0.14234801127900218,0.055255830772504295,36,-0.016853116145890627,-0.012821722664975924,-0.016341283352614415,-0.015338707387826988,0.0017920011669206525,75
5,2.1041529178619385,0.03766634496850313,0.0022404988606770835,9.354485615871105e-05,0.5,64,5,4,100,255,accuracy,1e-06,"OrderedDict([('learning_rate', 0.5), ('max_bins', 64), ('max_depth', 5), ('min_samples_leaf', 4), ('n_estimators', 100), ('num_leaves', 255), ('scoring', 'accuracy'), ('tol', 1e-06)])",-0.20787593620075764,-0.30831159473145514,-0.22432426068871203,-0.2468372638736416,0.04398451894645967,110,-7.541169074763921e-05,-5.754992032378311e-05,-6.522844883036779e-05,-6.606335330059671e-05,7.315896380459985e-06,37
6,1.5997425715128581,0.06764080984086382,0.002336740493774414,4.4540691663407894e-05,1.0,64,5,2,100,31,recall,1e-07,"OrderedDict([('learning_rate', 1.0), ('max_bins', 64), ('max_depth', 5), ('min_samples_leaf', 2), ('n_estimators', 100), ('num_leaves', 31), ('scoring', 'recall'), ('tol', 1e-07)])",-0.18729183758014437,-0.32718534115060893,-0.16478780880802998,-0.22642166251292775,0.07184055042101896,91,-1.863478636673961e-05,-1.6881981192293257e-05,-1.800024259473156e-05,-1.7839003384588142e-05,7.246056661188124e-07,12
7,1.2200782299041748,0.05437077210553725,0.0021104812622070312,0.00014070830842031841,1.0,32,7,3,50,255,loss,1e-06,"OrderedDict([('learning_rate', 1.0), ('max_bins', 32), ('max_depth', 7), ('min_samples_leaf', 3), ('n_estimators', 50), ('num_leaves', 255), ('scoring', 'loss'), ('tol', 1e-06)])",-0.13306995310605454,-0.3199696605053803,-0.23139064182261485,-0.22814341847801656,0.07633602688584937,92,-2.1296795397904087e-05,-2.1678033981625512e-05,-2.152157122286442e-05,-2.1498800200798005e-05,1.5647066607715192e-07,23
8,0.8237133026123047,0.05271659980947296,0.0020830631256103516,0.0001392047390905282,1.0,32,5,1,50,127,recall,1e-06,"OrderedDict([('learning_rate', 1.0), ('max_bins', 32), ('max_depth', 5), ('min_samples_leaf', 1), ('n_estimators', 50), ('num_leaves', 127), ('scoring', 'recall'), ('tol', 1e-06)])",-10.79959652108379,-0.363640598363693,-0.2921527131514327,-3.818463277532972,4.936492928695486,149,-10.346489622016742,-2.5633751007417357e-05,-2.8601636810261074e-05,-3.4488479524681868,4.877369198732834,149
9,2.1340911388397217,0.10007621287504256,0.0025033156077067056,0.00011539103456097305,0.5,128,5,4,100,127,recall,1e-05,"OrderedDict([('learning_rate', 0.5), ('max_bins', 128), ('max_depth', 5), ('min_samples_leaf', 4), ('n_estimators', 100), ('num_leaves', 127), ('scoring', 'recall'), ('tol', 1e-05)])",-0.14786196515095362,-0.2954055696484052,-0.2350434950901787,-0.22610367662984585,0.06056522144268873,90,-8.333278513746322e-05,-5.291247226276213e-05,-7.517915682742197e-05,-7.047480474254912e-05,1.2856828412754365e-05,38
