,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_max_bins,param_max_depth,param_min_samples_leaf,param_n_estimators,param_num_leaves,param_scoring,param_tol,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score,rank_train_score
0,12.311407566070557,0.5004315841848139,0.0036296844482421875,0.0010368966996812212,0.1,64,7,3,100,255,precision,1e-06,"OrderedDict([('learning_rate', 0.1), ('max_bins', 64), ('max_depth', 7), ('min_samples_leaf', 3), ('n_estimators', 100), ('num_leaves', 255), ('scoring', 'precision'), ('tol', 1e-06)])",-0.8632444325045412,-0.8604129429599077,-0.9383403274605375,-0.887332567641662,0.03608645179348617,140,-0.01307572816141603,-0.00454004454430602,-0.008006708054450373,-0.008540826920057474,0.003505085441164796,11
1,11.003172238667807,0.26991981482108085,0.004543383916219075,0.0011846429465283536,0.5,64,7,1,200,127,f1,1e-06,"OrderedDict([('learning_rate', 0.5), ('max_bins', 64), ('max_depth', 7), ('min_samples_leaf', 1), ('n_estimators', 200), ('num_leaves', 127), ('scoring', 'f1'), ('tol', 1e-06)])",-1.7518712173718642,-1.7182544660978918,-2.0138911184921593,-1.8280056006539718,0.1321554407961382,147,-1.778672445982225e-05,-1.7523327669925333e-05,-1.811957478445528e-05,-1.780987563806762e-05,2.439667165645526e-07,3
2,29.078455845514934,0.5478126443048528,0.004293759663899739,0.0011845260367451098,0.1,64,7,2,200,127,recall,1e-06,"OrderedDict([('learning_rate', 0.1), ('max_bins', 64), ('max_depth', 7), ('min_samples_leaf', 2), ('n_estimators', 200), ('num_leaves', 127), ('scoring', 'recall'), ('tol', 1e-06)])",-1.3410794809022109,-1.3102347304612723,-1.633144649607591,-1.428152953657025,0.14549695578478153,143,-0.00021221580127374023,-0.00012885123873998015,-0.0001351637366860806,-0.000158743592233267,3.7898282831204294e-05,8
3,5.009276628494263,0.03737408950509399,0.0033817291259765625,0.0016771051928518462,1.0,128,9,3,100,127,recall,1e-06,"OrderedDict([('learning_rate', 1.0), ('max_bins', 128), ('max_depth', 9), ('min_samples_leaf', 3), ('n_estimators', 100), ('num_leaves', 127), ('scoring', 'recall'), ('tol', 1e-06)])",-2.04035332385767,-1.8248407348617226,-2.0628659188932827,-1.9760199925375586,0.10729423779921565,150,-1.6387328349613203e-05,-1.6453892582047797e-05,-1.639656555543678e-05,-1.6412595495699262e-05,2.9443941069040484e-08,2
4,5.774168173472087,0.07106963531871019,0.002854426701863607,0.00040466848166019253,0.5,32,7,4,50,127,precision,1e-06,"OrderedDict([('learning_rate', 0.5), ('max_bins', 32), ('max_depth', 7), ('min_samples_leaf', 4), ('n_estimators', 50), ('num_leaves', 127), ('scoring', 'precision'), ('tol', 1e-06)])",-1.8123255917421508,-1.4513440935103605,-1.7506897454384607,-1.6714531435636573,0.1576615358374104,144,-0.00010236039453310486,-0.00010466604592232737,-8.754671077374318e-05,-9.819105040972514e-05,7.585313959521091e-06,7
5,1.5137450695037842,0.047087980537754565,0.0036725997924804688,0.0015034012553528998,0.5,32,3,2,50,31,loss,1e-07,"OrderedDict([('learning_rate', 0.5), ('max_bins', 32), ('max_depth', 3), ('min_samples_leaf', 2), ('n_estimators', 50), ('num_leaves', 31), ('scoring', 'loss'), ('tol', 1e-07)])",-0.9170167874163824,-0.7661737078845486,-0.8139740247717233,-0.8323881733575514,0.06294293347558297,138,-0.039230945417314776,-0.038981568307038666,-0.03106396888606677,-0.03642549420347341,0.0037925376317778444,16
6,1.5413773854573567,0.020191847897049982,0.003430445988972982,0.0014017304671826607,0.5,64,3,1,50,127,loss,1e-07,"OrderedDict([('learning_rate', 0.5), ('max_bins', 64), ('max_depth', 3), ('min_samples_leaf', 1), ('n_estimators', 50), ('num_leaves', 127), ('scoring', 'loss'), ('tol', 1e-07)])",-0.9109801811605847,-0.7919119260484057,-0.9357470814818175,-0.8795463962302693,0.06278641100812835,139,-0.022596487944403724,-0.023624148923813308,-0.02436790648851278,-0.023529514452243272,0.0007262679381653247,12
7,6.391034364700317,0.1406368513068897,0.0025551319122314453,0.0002767095930616539,0.1,64,9,5,50,255,f1,1e-06,"OrderedDict([('learning_rate', 0.1), ('max_bins', 64), ('max_depth', 9), ('min_samples_leaf', 5), ('n_estimators', 50), ('num_leaves', 255), ('scoring', 'f1'), ('tol', 1e-06)])",-0.692097632257709,-0.6815042329383695,-0.7219850793548598,-0.6985289815169794,0.017140525499916025,134,-0.04517424028628553,-0.047387062565511104,-0.04590211240219254,-0.04615447175132972,0.0009208364098948218,17
8,5.5561595757802325,0.05872132890436046,0.002877950668334961,0.0006186482362514709,0.5,64,3,2,200,255,f1,1e-05,"OrderedDict([('learning_rate', 0.5), ('max_bins', 64), ('max_depth', 3), ('min_samples_leaf', 2), ('n_estimators', 200), ('num_leaves', 255), ('scoring', 'f1'), ('tol', 1e-05)])",-1.9788927975564539,-1.8488164264760631,-1.97365105774137,-1.9337867605912955,0.060121195479425515,149,-7.63468285428494e-05,-6.290978488642887e-05,-8.021384306765606e-05,-7.315681883231145e-05,7.415736818856631e-06,6
9,6.723637183507283,0.15621549380744398,0.002797206242879232,0.0007375714823633657,1.0,32,7,1,200,127,recall,1e-06,"OrderedDict([('learning_rate', 1.0), ('max_bins', 32), ('max_depth', 7), ('min_samples_leaf', 1), ('n_estimators', 200), ('num_leaves', 127), ('scoring', 'recall'), ('tol', 1e-06)])",-1.8621970074544036,-1.6690023880014784,-2.082357570735841,-1.871185655397241,0.16887120065742361,148,-1.5028920189181342e-05,-1.563314453308861e-05,-1.5429335246639586e-05,-1.5363799989636515e-05,2.509886011693045e-07,1
