,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_max_bins,param_max_depth,param_min_samples_leaf,param_n_estimators,param_num_leaves,param_scoring,param_tol,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score,rank_train_score
0,0.062051852544148765,0.01351658407283365,0.0019690990447998047,0.000178380759397042,1.0,128,5,3,200,127,loss,1e-07,"OrderedDict([('learning_rate', 1.0), ('max_bins', 128), ('max_depth', 5), ('min_samples_leaf', 3), ('n_estimators', 200), ('num_leaves', 127), ('scoring', 'loss'), ('tol', 1e-07)])",-0.44345144266531655,-0.06291914658209513,-0.22425169289782568,-0.24354076071507913,0.1559492613930058,14,-5.1902509171635085e-06,-5.679476382072155e-06,-5.414921591992819e-06,-5.42821629707616e-06,1.9994657747543484e-07,1
1,0.07591851552327473,0.01853140832942371,0.001766522725423177,1.0910671425965953e-05,0.1,32,5,4,100,255,recall,1e-06,"OrderedDict([('learning_rate', 0.1), ('max_bins', 32), ('max_depth', 5), ('min_samples_leaf', 4), ('n_estimators', 100), ('num_leaves', 255), ('scoring', 'recall'), ('tol', 1e-06)])",-0.16119766603888078,-0.050311984808729206,-0.09444823670399584,-0.10198596251720193,0.045581586620732445,3,-0.007860159861667056,-0.00595657837031529,-0.0068757150804546075,-0.006897484437478983,0.0007772863274380487,12
2,0.0429534912109375,0.0032777496525661664,0.001739819844563802,3.4363351403387735e-05,0.5,128,5,4,100,127,f1,1e-06,"OrderedDict([('learning_rate', 0.5), ('max_bins', 128), ('max_depth', 5), ('min_samples_leaf', 4), ('n_estimators', 100), ('num_leaves', 127), ('scoring', 'f1'), ('tol', 1e-06)])",-0.34554542300253716,-0.03666038917423639,-0.23693184318896904,-0.20637921845524754,0.12793901721619128,12,-8.099914883697175e-06,-9.086271773420972e-06,-8.981481523441562e-06,-8.722556060186571e-06,4.423473560583807e-07,4
3,0.24515366554260254,0.05764209479041628,0.002612511316935221,0.0002030333884483738,0.1,128,7,2,200,31,precision,1e-07,"OrderedDict([('learning_rate', 0.1), ('max_bins', 128), ('max_depth', 7), ('min_samples_leaf', 2), ('n_estimators', 200), ('num_leaves', 31), ('scoring', 'precision'), ('tol', 1e-07)])",-0.29440530815062904,-0.07971190657879648,-0.18871803061568135,-0.18761174844836895,0.08765170492654939,10,-1.540085266875669e-05,-1.7532711051315444e-05,-1.599294905461625e-05,-1.6308837591562793e-05,8.985337005930569e-07,7
4,0.07364765803019206,0.024492371856877866,0.001721779505411784,0.00010330108405903892,0.1,32,7,4,50,127,recall,1e-06,"OrderedDict([('learning_rate', 0.1), ('max_bins', 32), ('max_depth', 7), ('min_samples_leaf', 4), ('n_estimators', 50), ('num_leaves', 127), ('scoring', 'recall'), ('tol', 1e-06)])",-0.11752001429688054,-0.07909893105935951,-0.10508093073754733,-0.1005666253645958,0.01600685528216633,2,-0.008710588606443451,-0.009859610690915432,-0.009337246434383734,-0.009302481910580872,0.00046972996976100636,13
5,0.059189558029174805,0.017392963070142597,0.0019143422444661458,0.0002634200794877108,0.5,128,5,4,100,127,precision,1e-06,"OrderedDict([('learning_rate', 0.5), ('max_bins', 128), ('max_depth', 5), ('min_samples_leaf', 4), ('n_estimators', 100), ('num_leaves', 127), ('scoring', 'precision'), ('tol', 1e-06)])",-0.34554542300253716,-0.03666038917423639,-0.23693184318896904,-0.20637921845524754,0.12793901721619128,12,-8.099914883697175e-06,-9.086271773420972e-06,-8.981481523441562e-06,-8.722556060186571e-06,4.423473560583807e-07,4
6,0.11187545458475749,0.00237316368823911,0.0022434393564860025,0.00013170281058047368,0.1,64,5,3,200,31,loss,1e-06,"OrderedDict([('learning_rate', 0.1), ('max_bins', 64), ('max_depth', 5), ('min_samples_leaf', 3), ('n_estimators', 200), ('num_leaves', 31), ('scoring', 'loss'), ('tol', 1e-06)])",-0.29521723011912704,-0.059117336679925254,-0.14646929765998856,-0.16693462148634697,0.09746764259653523,8,-0.0002022814277944556,-0.00027287454500878804,-0.00024397928882262347,-0.00023971175387528903,2.8977070710064994e-05,8
7,0.05072283744812012,0.004940165518089256,0.0017908414204915364,4.917296094155136e-05,0.5,128,7,2,100,127,balanced_accuracy,1e-06,"OrderedDict([('learning_rate', 0.5), ('max_bins', 128), ('max_depth', 7), ('min_samples_leaf', 2), ('n_estimators', 100), ('num_leaves', 127), ('scoring', 'balanced_accuracy'), ('tol', 1e-06)])",-0.3122589749734083,-0.08285054032167323,-0.18670766060499583,-0.19393905863335914,0.09379508626228177,11,-7.09880328048171e-06,-7.686217857606011e-06,-7.729793410417234e-06,-7.504938182834985e-06,2.877312129781649e-07,2
8,0.040181636810302734,0.00912188876275304,0.0016632874806722004,4.227537837166257e-05,0.5,64,9,2,50,31,f1,1e-07,"OrderedDict([('learning_rate', 0.5), ('max_bins', 64), ('max_depth', 9), ('min_samples_leaf', 2), ('n_estimators', 50), ('num_leaves', 31), ('scoring', 'f1'), ('tol', 1e-07)])",-0.2963694625167203,-0.09899223119724279,-0.1582186822838661,-0.18452679199927643,0.08269836894173178,9,-1.075805328186124e-05,-1.1482004418319698e-05,-1.1690429930764155e-05,-1.1310162543648365e-05,3.9956541080927465e-07,6
9,0.09162704149881999,0.04373806599473804,0.0017818609873453777,9.279850869280082e-05,0.5,64,9,5,100,127,balanced_accuracy,1e-06,"OrderedDict([('learning_rate', 0.5), ('max_bins', 64), ('max_depth', 9), ('min_samples_leaf', 5), ('n_estimators', 100), ('num_leaves', 127), ('scoring', 'balanced_accuracy'), ('tol', 1e-06)])",-0.42697727971123545,-0.07163798000433635,-0.2634959084733117,-0.2540370560629612,0.14522076732969463,15,-7.089591932123892e-06,-7.936031754949107e-06,-7.739866985471194e-06,-7.588496890848064e-06,3.6175477198028025e-07,3
